CNPJ_FUNDO_CLASSE,DENOM_SOCIAL,CNPJ Gestor
57.897.828/0001-01,PIRAQUARA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,15.289.957/0001-77
57.926.049/0001-97,DOM DEBÊNTURES INCENTIVADAS CLASSE INCENTIVADA DE INVESTIMENTO EM INFRA RF CP - RESP LIMITADA,19.807.960/0001-96
57.942.829/0001-20,ASA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA- RESP LIMITADA,19.807.960/0001-96
57.952.464/0001-15,BOCAINA INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA,32.288.914/0001-96
57.955.368/0001-20,DAYCOVAL TESOURARIA FUNDO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA CP - RESP LIMTADA,62.232.889/0001-90
57.966.847/0001-42,TULITA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF  CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
57.967.401/0001-32,JACARANDÁ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
57.985.995/0001-04,LIMA EVALDT CDI FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
57.986.005/0001-52,GZZ FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.002.209/0001-74,SPARTA E FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,72.745.714/0001-30
58.052.836/0001-10,PLURAL DEBÊNTURES INCENTIVADAS HEDGE 30 II FIF EM INFRA RENDA FIXA CRÉDITO PRIVADO - RESP LIMITADA,11.397.672/0002-80
58.054.338/0001-06,RFT DANUBIO DEBENTURES INCENTIVADAS FIF - CI RF INCENT DE INVEST EM INFRA - RESP LIMITADA,02.933.874/0001-27
58.062.679/0001-23,SULAMÉRICA INFRA EXCLUSIVO FIF - FDO INCENTIVADO DE INVEST EM INFRAESTRUTURA RF DE RESP LIMITADA,21.813.291/0001-07
58.069.072/0001-75,BERNESE 2 FIF CLASSE DE INVESTIMENTO RENDA FIXA EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,01.638.542/0001-57
58.075.015/0001-07,SCHOELER FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.075.902/0001-77,SANTANDER PB SANTANNA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.095.438/0001-80,RMN KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,08.604.187/0001-44
58.108.799/0001-14,SANTANDER PB IG3R3 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.108.837/0001-39,SANTANDER PB CEDRO INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.110.964/0001-72,RODANO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.111.935/0001-25,ICATU VANGUARDA CAP FIF - CI RENDA FIXA INCENTIVADA DE INVESTIMENTO EM INFRAESTRUTURA RESP LIMITADA,68.622.174/0001-20
58.140.821/0001-03,AGEPA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
58.140.887/0001-01,G5 MAKTUB II FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,09.446.129/0001-00
58.174.371/0001-70,FUNDO DE INVESTIMENTO FINANCEIRO RF INCENTIVADO DE INVESTIMENTO EM INFRA PINA,60.746.948/0001-12
58.191.395/0001-37,ITAÚ DEBÊNTURES INCENTIVADAS CDI MIX FIF INCENTIVADO EM INFRAESTRUTURA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.191.678/0001-89,ITAÚ DEBÊNTURES INCENTIVADAS CDI PVT MIX FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.193.485/0001-67,ITAÚ DEBÊNTURES INCENTIVADAS IMA B 5 PVT MIX FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.213.245/0001-87,FLUXUS CASH FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,49.475.869/0001-81
58.221.726/0001-34,DEB PRIME FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.251.560/0001-07,ASTRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.252.364/0001-49,LAGO AZUL FIF INV EM INFRAESTRUTURA CLASSE DE INV EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
58.253.070/0001-31,BBBYD FUNDO DE INV FINANCEIRO INV EM INFRAESTRUTURA CI EM INFRA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
58.258.574/0001-44,SAFRA INFRA CDI MASTER V FIF INVESTIMENTO EM INFRA CI EM INFRA RENDA FIXA LONGO PRAZO RESP LIMITADA,65.913.436/0001-17
58.264.015/0001-47,IITAÚ BB DEBÊNTURES INCENTIVADAS CDI FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.277.022/0001-83,ITAÚ DEBÊNTURES INCENTIVADAS IMA B 5 MIX FIF INCENTIVADO EM INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.277.322/0001-62,ITAÚ GCA DEBÊNTURES INCENTIVADAS CDI FIF INCENTIVADO EM INFRA RF CRÉD PRIV LP RESP LIMITADA,40.430.971/0001-96
58.280.010/0001-08,BTG PACTUAL DEB INCENTIVADAS BB FUNDO INCEN DE INVEST FINA EM INFRA RENDA FIXA CP RESP LIMITADA,29.650.082/0001-00
58.281.724/0001-30,SPARTA BB FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA,72.745.714/0001-30
58.286.101/0001-50,SANTANDER PB AROEIRA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.286.171/0001-09,SANTANDER PB RICCHEZZA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.287.774/0001-25,SABOIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.287.952/0001-18,ITAÚ GCA DEBÊNTURES INCENTIVADAS IMAB FIF INCENTIVADO EM INFRA RF CRÉD PRIV LP RESP LIMITADA,40.430.971/0001-96
58.289.474/0001-85,SULAMÉRICA INFRA CDI FIF EM DEBÊNTURES INCENTIVADAS RENDA FIXA RESPONSABILIDADE LIMITADA,21.813.291/0001-07
58.290.551/0001-17,G5 HERCULES FIF RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,09.446.129/0001-00
58.307.597/0001-00,BRP DIADEMA IV FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,11.159.192/0001-08
58.311.520/0001-03,VINCI FIF CLASSE DE INVESTIMENTO RF CRED PRIV INVESTIMENTO EM INFRA - RESPONSABILIDADE LIMITADA,11.077.576/0001-73
58.331.211/0001-97,CARPA KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,08.604.187/0001-44
58.332.774/0001-08,LINCE 6 FUNDO DE INV FINANCEIRO  INV EM INFRAESTRUTURA CLASSE DE  INV EM INFRA RF RESP LIMITADA,65.913.436/0001-17
58.340.147/0001-00,BB JÚ INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
58.341.091/0001-09,BB TOP RENDA FIXA DEBÊNTURES INCENTIVADAS CDI II FIF EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,30.822.936/0001-69
58.341.471/0001-43,BB MARATONA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
58.341.982/0001-65,MIRABAUD DEBENTURES INCENTIVADAS FIF - CI RF INVEST EM INFRA CRÉDITO PRIVADO - RESP LIMITADA,36.684.109/0001-32
58.348.647/0001-99,SANTANDER PB SVASSOS INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.348.771/0001-54,SANTANDER PB HUVA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.360.837/0001-21,SANTANDER PB EXPERT INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.360.941/0001-16,SANTANDER PB HULK INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.361.052/0001-73,SANTANDER PB PORTO MADERO INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESPONSABILIDADE LIMITADA,03.502.968/0001-04
58.364.988/0001-58,OHMA KINEA FIF FUNDO INCENTIVADO EMINVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
58.365.044/0001-03,ZUCCHERO INFRA KINEA FIF FUNDO INCENTIVADO EM INVEST EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADAD,08.604.187/0001-44
58.376.783/0001-92,G5 SOL DO CERRADO FIF - CLASSE  DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM  INFRA - RESP LTDA,09.446.129/0001-00
58.378.060/0001-22,BRAM DEB INCENTIVADAS CDI 2412 FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA LP - RESP LIMITADA,60.746.948/0001-12
58.399.524/0001-87,SILICON S FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - CRÉDITO PRIVADO,12.695.840/0001-03
58.416.021/0001-72,GUAIUBA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
58.437.495/0001-09,RIZA EVORA DEBÊNTURES INCENT FUNDO INCENT DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,50.715.649/0001-67
58.440.238/0001-18,HERITAGE RUBY MASTER FUNDO DE INVESTIMENTO FINANCEIRO RF FI-INFRA CP RESP LIMT,57.168.667/0001-15
58.443.366/0001-15,AUGME BB FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,23.360.896/0001-15
58.443.398/0001-10,SPARTA INFRA INFLAÇÃO LONGA MASTER I FI EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA,72.745.714/0001-30
58.459.098/0001-20,G5 MJL FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,09.446.129/0001-00
58.516.289/0001-86,ARX BLANC FI FINANCEIRO RENDA FIXA  INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,04.408.128/0001-40
58.516.864/0001-40,SAFRA INFRA PREFIXADO CARTEIRA MASTER FIF INV EM INFRAESTRUTURA CI EM INFRA RF RESP LIMITADA,65.913.436/0001-17
58.529.615/0001-90,LAKESIDE FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE  DE INVEST RENDA FIXA EM INFRA RESP LIMITADA,65.913.436/0001-17
58.530.089/0001-88,PETTAINFRA FIF INV EM INFRAESTRUTURA CLASSE DE INVEST EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
58.542.932/0001-46,CAPITANIA INFRA RENDA 90 II FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESP LIMITADA,41.475.648/0001-00
58.547.919/0001-80,PATRIA CRÉDITO INFRA RENDA MASTER FUNDO INCENTIVADO DE INVEST FINANCEIRO EM INFRA RENDA FIXA,12.461.756/0001-17
58.578.837/0001-00,JGP CRÉDITO INFRA MASTER III FUNDO INCENTIVADO DE INVEST EM INFRA RENDA FIXA RESP LIMITADA,13.189.882/0001-27
58.580.968/0001-14,ACE CAPITAL INFRA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,33.411.393/0001-85
58.586.883/0001-43,ARX ELBRUS III MASTER FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,04.408.128/0001-40
58.587.071/0001-12,TWOBS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.600.298/0001-50,JGP DEBÊNTURES CDI FIF RENDA FIXA INVEST EM INFRAESTRUTURA CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,13.189.882/0001-27
58.651.604/0001-88,SANTANDER PB ZUCCHERO INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.651.661/0001-67,SANTANDER PB APLA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.651.702/0001-15,SANTANDER PB FLOR DE LOTUS INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.651.920/0001-50,SANTANDER PB TERRA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.651.958/0001-22,SANTANDER PB LONDRES INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.653.503/0001-46,OMEGA II FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.653.978/0001-32,OLPH INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.674.067/0001-91,BTG PACTUAL TOTAL II FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA,29.650.082/0001-00
58.674.224/0001-69,VINLAND DEBÊNTURE INCENTIVADA S FIF INVESTIMENTO EM INFRA RF CRED PRIV LP RESP LIMITADA,31.846.872/0001-07
58.688.316/0001-06,FUNDO DE INVESTIMENTO FINANCEIRO - CI RENDA FIXA INCENTIVADO DE INVESTIMENTO EM INFRA MIAMI 3,60.746.948/0001-12
58.691.085/0001-81,TMALTA FIF INV EM INFRAESTRUTURA CLASSE  DE INVEST EM INFRAESTRUTURA RENDA FIXA RESP LIMITADA,65.913.436/0001-17
58.692.067/0001-14,PAGNAN TOP10 FIF INV EM INFRAESTRUTURA CI EM INFRA RENDA FIXA  RESPONSABILIDADE LIMITADA,65.913.436/0001-17
58.703.709/0001-33,ANJO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RENDA FIXA CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
58.707.218/0001-60,DES AROEIRA PÓS FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
58.707.733/0001-40,DES AROEIRA INFLAÇÃO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB INFRA RF CRED PRIV RESP LIMITADA,40.430.971/0001-96
58.736.286/0001-58,ALGEDI INFRA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
58.758.334/0001-09,JOURNEY CAPITAL 60 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
58.770.366/0001-20,ATENA INFRA 45 HEDGE ATIVO FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRA RENDA FIXA,19.005.052/0001-89
58.771.687/0001-49,EMUNÁ INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FUNDO DE INVESTIMENTO FINANCEIRO RESP LIMITADA,03.502.968/0001-04
58.771.694/0001-40,SANTANDER PB JAKARTA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
58.806.888/0001-34,VALORA MASTER FI FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,17.482.086/0001-39
58.808.777/0001-67,CLASSE LFPF FUNDO DE INVESTIMENTO INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,29.608.120/0001-58
58.891.176/0001-60,TAG PRAIA VERMELHA II FIF - CI RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,01.591.499/0001-11
58.903.850/0001-80,JOURNEY CAPITAL 70 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
58.930.938/0001-90,JOURNEY CAPITAL 80 FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM  INFRAESTRUTURA RENDA FIXA,20.316.689/0001-75
59.004.460/0001-30,OCEANIC FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
59.016.052/0001-07,SANTANDER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA INFLAÇÃO 2 RF CRÉD PRIVADO - FIF RESP LIMITADA,10.231.177/0001-52
59.016.228/0001-12,SANTANDER FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA CDI 5 RENDA FIXA CRÉD PRIV - FIF RESP LIMITADA,10.231.177/0001-52
59.054.402/0001-11,PALÁDIO FIF INVESTIMENTO EM INFRAESTRUTURA CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RF RESP LIMITADA,01.638.542/0001-57
59.061.141/0001-67,HARIS DEBÊNTURES INCENTIVADAS FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,17.590.181/0001-56
59.064.446/0001-22,SANTO INÁCIO DE ANTIOQUIA IMAB FIF FUNDO INCENTIVADO EM INVEST DEB INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
59.067.509/0001-02,MAUD CAPITAL DEBÊNTURES FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,49.347.835/0001-01
59.091.360/0001-99,FAMÍLIA RORATO FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,15.289.957/0001-77
59.092.416/0001-20,BARTHELEMY FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
59.108.512/0001-19,MATERA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
59.123.735/0001-55,PORTO PAINEIRA CDI FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,16.492.391/0001-49
59.150.919/0001-04,GENESIS KINEA FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRED PRIV RESP LIMITADA,08.604.187/0001-44
59.163.342/0001-75,UBS EVOLUTION DOURO FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIVA RESP LIMITADA,11.519.438/0001-05
59.163.409/0001-71,UBS EVOLUTION BROW FUNDO DE INVESTIMENTO EM INFRAESTRUTURA -RENDA FIXA CREDITO PRIVADO RESP LIMITADA,11.519.438/0001-05
59.163.531/0001-48,UBS EVOLUTION AGMG LAJUSTA FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRED PRIV RESP LTDA,11.519.438/0001-05
59.163.781/0001-88,UBS EVOLUTION ALDEIA GUAPRA II CDI FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RF CRED PRIV RESP LIMITAD,11.519.438/0001-05
59.176.878/0001-25,JVC FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,15.289.957/0001-77
59.193.684/0001-38,UBS EVOLUTION SHUK FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉDITO PRIVADO RESP LTDA,11.519.438/0001-05
59.194.590/0001-83,UBS EVOLUTION JCTM IV FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RENDA FIXA CRÉD PRIV RESP LIMITADA,11.519.438/0001-05
59.194.839/0001-50,UBS EVOLUTION JEQUITIBA ROSA I FUNDO DE INVESTIMENTO EM INFRAESTRUTURA - RF CRED PRIV RESP LIMITADA,11.519.438/0001-05
59.245.392/0001-00,ITAÚ S DEBÊNTURES INCENTIVADAS CDI FIF INCENTIVADO EM INFRA RENDA FIXA CRÉDITO PRIVADO RESP LIMITADA,40.430.971/0001-96
59.246.759/0001-00,TCC 3 FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA,15.289.957/0001-77
59.312.403/0001-19,VALORA DEBÊNTURES INCENTIVADAS MASTER I FUNDO INCENTIVADO DE INVESTIMENTO EM INFRA RENDA FIXA,17.482.086/0001-39
59.313.291/0001-10,SEZ FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,15.289.957/0001-77
59.332.047/0001-03,FUTURE II DEBENTURES INCENTIVADAS FUNDO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,31.384.260/0001-31
59.349.634/0001-05,COMANDATUBA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA,12.695.840/0001-03
59.385.830/0001-27,DRÝS INFRA CDI MASTER FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,08.204.817/0001-93
59.412.238/0001-77,SANTANDER PB FFZETA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.412.482/0001-30,SANTANDER PB ALCHEMY INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.412.583/0001-00,SANTANDER PB 210 INVESTIMENTO EM INFRA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.412.648/0001-18,SANTANDER PB RICCHEZZA A INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.424.781/0001-94,RB ASSET MASTER 2 FIF RENDA FIXA INVESTIMENTO EM INFRAESTRUTURA - RESPONSABILIDADE LIMITADA,07.981.934/0001-09
59.432.100/0001-30,REGENERA FIF - CLASSE INCENTIVADA DE INVESTIMENTO EM INFRA RF - RESP LIMITADA,11.519.438/0001-05
59.452.806/0001-63,COCOA FIF - FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRA RF CRÉD PRIV RESP LIMITADA,40.430.971/0001-96
59.511.583/0001-68,SANTANDER PB RICCHEZZA C INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.511.685/0001-83,SANTANDER PB RICCHEZZA S INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.511.772/0001-30,SANTANDER PB MONTANA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.587.336/0001-45,A1 INCENTIVADO FIF FUNDO INCENTIVADO EM INVESTIMENTO EM DEB DE INFRA RF CRÉD PRIV RESP LIMITADA,35.185.577/0001-08
59.591.104/0001-60,ITAÚ DEBÊNTURES INCENTIVADAS PRÉ TARGET 2029 FIF INCENTIVADO INFRA RENDA FIXA CP RESP LIMITADA,40.430.971/0001-96
59.602.591/0001-10,ALBATROS FIF - CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,60.746.948/0001-12
59.655.459/0001-76,SANTANDER PB GUAIRA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.655.567/0001-49,SANTANDER PB EGL371 INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.655.691/0001-04,SANTANDER PB FAMA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESPONSABILIDADE LIMITADA,03.502.968/0001-04
59.672.854/0001-67,YVY CAPITAL II FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,51.233.251/0001-57
59.714.471/0001-04,CAPITÂNIA INFRA YIELD MASTER FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRA RENDA FIXA,41.475.648/0001-00
59.743.618/0001-94,SANTANDER PB LUSÍADA INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - FIF RESP LIMITADA,03.502.968/0001-04
59.754.353/0001-20,ÁTRIA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RENDA FIXA,12.695.840/0001-03
59.766.036/0001-23,BRP GANESH FIF CLASSE DE INVESTIMENTO RF INCENTIVADO DE INVESTIMENTO EM INFRA - RESP LIMITADA,11.159.192/0001-08
59.772.310/0001-77,SAFRA INFRA INOVAÇÃO PRÉ RENDA FIXA FIF INVESTIMENTO EM INFRA CI EM INFRA EM RF RESP LIMITADA,01.638.542/0001-57
59.785.096/0001-93,SIRIUS FIF CLASSE DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA - RESPONSABILIDADE LIMITADA,31.384.260/0001-31
59.814.123/0001-09,BB LCB INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIMITADA,30.822.936/0001-69
59.816.551/0001-70,BB TOP RENDA FIXA DEBÊNTURES INCENTIVADAS CDI IV FIF EM INFRAESTRUTURA RESPONSABILIDADE LIMITADA,30.822.936/0001-69
59.817.226/0001-22,BB ESTRELLA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
59.817.381/0001-49,BB MDA INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
59.817.462/0001-49,BB PEPAME INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO FINANCEIRO EM INFRAESTRUTURA RESP LIM,30.822.936/0001-69
